Age,Months,State,Cumulative Incidence,"95% Confidence Interval, Lower","95% Confidence Interval, Upper",Survey Year
8,87,CO,8.144126357,6.407004975,10.34732594,2016
8,88,CO,8.267522211,6.51580892,10.48519678,2016
8,89,CO,8.267522211,6.51580892,10.48519678,2016
8,90,CO,8.267522211,6.51580892,10.48519678,2016
8,91,CO,8.267522211,6.51580892,10.48519678,2016
8,92,CO,8.390918065,6.624722126,10.62295835,2016
8,93,CO,8.637709773,6.842867012,10.89816302,2016
8,94,CO,8.637709773,6.842867012,10.89816302,2016
8,95,CO,8.761105627,6.952094242,11.03561057,2016
8,96,CO,8.884501481,7.061421824,11.17295777,2016
8,1,MO,0,0,0.316069519,2016
8,2,MO,0,0,0.316069519,2016
8,3,MO,0,0,0.316069519,2016
8,4,MO,0,0,0.316069519,2016
8,5,MO,0,0,0.316069519,2016
8,6,MO,0,0,0.316069519,2016
8,7,MO,0,0,0.316069519,2016
8,8,MO,0,0,0.316069519,2016
8,9,MO,0,0,0.316069519,2016
8,10,MO,0,0,0.316069519,2016
8,11,MO,0,0,0.316069519,2016
8,12,MO,0,0,0.316069519,2016
8,13,MO,0,0,0.316069519,2016
8,14,MO,0,0,0.316069519,2016
8,15,MO,0,0,0.316069519,2016
8,16,MO,0,0,0.316069519,2016
8,17,MO,0,0,0.316069519,2016
8,18,MO,0,0,0.316069519,2016
8,19,MO,0,0,0.316069519,2016
8,20,MO,0,0,0.316069519,2016
8,21,MO,0,0,0.316069519,2016
8,22,MO,0,0,0.316069519,2016
8,23,MO,0.082304527,0.00422167,0.466097627,2016
8,24,MO,0.24691358,0.083976372,0.725764223,2016
8,25,MO,0.49382716,0.226344448,1.077067225,2016
8,26,MO,0.576131687,0.279110503,1.188858195,2016
8,27,MO,0.658436214,0.333682465,1.298843259,2016
8,28,MO,0.823045267,0.44713623,1.514503544,2016
8,29,MO,1.152263374,0.686527419,1.933340458,2016
8,30,MO,1.399176955,0.87379523,2.239743724,2016
8,31,MO,1.646090535,1.065883233,2.541326798,2016
8,32,MO,1.893004115,1.261786949,2.839094158,2016
8,33,MO,2.139917695,1.460809081,3.133743103,2016
8,34,MO,2.304526749,1.594966716,3.328699519,2016
8,35,MO,2.716049383,1.934698543,3.81175282,2016
8,36,MO,3.04526749,2.21024256,4.194436906,2016
8,37,MO,3.29218107,2.418748389,4.479602154,2016
8,38,MO,3.53909465,2.628647801,4.763373819,2016
8,39,MO,3.703703704,2.769284854,4.951850816,2016
8,40,MO,4.032921811,3.052089395,5.327274378,2016
8,41,MO,4.362139918,3.336735737,5.700856139,2016
8,42,MO,4.609053498,3.551307137,5.979955815,2016
8,43,MO,4.855967078,3.766729339,6.25820469,2016
8,44,MO,5.020576132,3.910785467,6.443262613,2016
8,45,MO,5.349794239,4.199882264,6.812393919,2016
8,46,MO,5.596707819,4.417508369,7.08843889,2016
8,47,MO,5.679012346,4.490194538,7.180309746,2016
8,48,MO,6.008230453,4.781619964,7.547112423,2016
8,49,MO,6.33744856,5.074069866,7.912890623,2016
8,50,MO,6.502057613,5.220654412,8.095420128,2016
8,51,MO,6.748971193,5.44095585,8.368789768,2016
8,52,MO,6.995884774,5.66174267,8.641674024,2016
8,53,MO,7.242798354,5.882989846,8.914097925,2016
8,54,MO,7.325102881,5.956837186,9.00480761,2016
8,55,MO,7.407407407,6.030732311,9.095469511,2016
8,56,MO,7.736625514,6.326775369,9.457654555,2016
8,57,MO,7.983539095,6.5492732,9.728827802,2016
8,58,MO,8.312757202,6.846523532,10.08980557,2016
8,59,MO,8.477366255,6.995389058,10.2700541,2016
8,60,MO,8.641975309,7.144408724,10.45014848,2016
8,61,MO,8.806584362,7.293578223,10.63009303,2016
8,62,MO,8.971193416,7.442893446,10.80989186,2016
8,63,MO,9.135802469,7.592350471,10.98954889,2016
8,64,MO,9.300411523,7.741945549,11.16906786,2016
8,65,MO,9.465020576,7.891675094,11.34845237,2016
8,66,MO,9.794238683,8.191524006,11.70683156,2016
8,67,MO,9.958847737,8.341636936,11.88583268,2016
8,68,MO,10.04115226,8.416739175,11.97528747,2016
8,69,MO,10.12345679,8.491871441,12.06471223,2016
8,70,MO,10.28806584,8.642224621,12.2434731,2016
8,71,MO,10.86419753,9.169356048,12.86824085,2016
8,72,MO,10.86419753,9.169356048,12.86824085,2016
8,73,MO,11.19341564,9.471169146,13.22465585,2016
8,74,MO,11.27572016,9.546687091,13.31369493,2016
8,75,MO,11.27572016,9.546687091,13.31369493,2016
8,76,MO,11.44032922,9.697798649,13.49169743,2016
8,77,MO,11.44032922,9.697798649,13.49169743,2016
8,78,MO,11.52263374,9.773391726,13.58066138,2016
8,79,MO,11.6872428,9.924651176,13.75851598,2016
8,80,MO,11.93415638,10.15171982,14.02511841,2016
8,81,MO,12.26337449,10.45480293,14.3802634,2016
8,82,MO,12.26337449,10.45480293,14.3802634,2016
8,83,MO,12.26337449,10.45480293,14.3802634,2016
8,84,MO,12.51028807,10.68235095,14.64638646,2016
8,85,MO,12.51028807,10.68235095,14.64638646,2016
8,86,MO,12.67489712,10.83415859,14.82369287,2016
8,87,MO,12.9218107,11.06202938,15.08949316,2016
8,88,MO,13.00411523,11.13802799,15.17805157,2016
8,89,MO,13.25102881,11.36614619,15.44360445,2016
8,90,MO,13.49794239,11.59444403,15.70897768,2016
8,91,MO,13.66255144,11.74674002,15.88579575,2016
8,92,MO,13.74485597,11.82291672,15.97417608,2016
8,93,MO,13.90946502,11.97532669,16.15088015,2016
8,94,MO,13.99176955,12.05155963,16.23920423,2016
8,95,MO,14.23868313,12.28036839,16.50406656,2016
8,96,MO,14.32098765,12.35667409,16.59231788,2016
8,1,NC,0,0,0.199092531,2016
8,2,NC,0,0,0.199092531,2016
8,3,NC,0,0,0.199092531,2016
8,4,NC,0,0,0.199092531,2016
8,5,NC,0,0,0.199092531,2016
8,6,NC,0,0,0.199092531,2016
8,7,NC,0,0,0.199092531,2016
8,8,NC,0,0,0.199092531,2016
8,9,NC,0,0,0.199092531,2016
8,10,NC,0,0,0.199092531,2016
8,11,NC,0,0,0.199092531,2016
8,12,NC,0,0,0.199092531,2016
8,13,NC,0,0,0.199092531,2016
8,14,NC,0,0,0.199092531,2016
8,15,NC,0,0,0.199092531,2016
8,16,NC,0,0,0.199092531,2016
8,17,NC,0.051837644,0.002658924,0.293596503,2016
8,18,NC,0.259188222,0.110714637,0.606651134,2016
8,19,NC,0.518376445,0.281604839,0.954034172,2016
8,20,NC,0.673889378,0.393882588,1.152720368,2016
8,21,NC,0.777564667,0.471289259,1.282622993,2016
8,22,NC,0.933077601,0.59032052,1.474555676,2016
8,23,NC,1.244103468,0.836210006,1.850594077,2016
8,24,NC,1.917992846,1.391889928,2.64242458,2016
8,25,NC,2.436369291,1.832796693,3.238064295,2016
8,26,NC,3.006583381,2.326699092,3.884363025,2016
8,27,NC,3.421284537,2.690332747,4.349966553,2016
8,28,NC,3.835985693,3.056961607,4.812574877,2016
8,29,NC,4.302524493,3.472422149,5.330006167,2016
8,30,NC,4.872738583,3.983835131,5.958794313,2016
8,31,NC,5.235602094,4.311064027,6.357147954,2016
8,32,NC,5.753978539,4.780621218,6.924137243,2016
8,33,NC,6.013166762,5.016230358,7.206801343,2016
8,34,NC,6.324192629,5.29962758,7.545332009,2016
8,35,NC,6.842569074,5.773438671,8.108067398,2016
8,36,NC,7.101757296,6.010984456,8.388794853,2016
8,37,NC,7.205432585,6.106114897,8.500973709,2016
8,38,NC,7.464620808,6.34420955,8.781152296,2016
8,39,NC,7.464620808,6.34420955,8.781152296,2016
8,40,NC,7.620133741,6.4872442,8.94908159,2016
8,41,NC,7.775646675,6.630407339,9.116882395,2016
8,42,NC,7.827484319,6.678156279,9.172788103,2016
8,43,NC,8.086672542,6.917104134,9.452113488,2016
8,44,NC,8.397698409,7.204271804,9.786873706,2016
8,45,NC,8.501373698,7.300094512,9.898360294,2016
8,46,NC,8.553211342,7.348024134,9.95408532,2016
8,47,NC,8.605048987,7.395965791,10.00979831,2016
8,48,NC,8.864237209,7.635850884,10.28818646,2016
8,49,NC,9.019750143,7.779919732,10.45508155,2016
8,50,NC,9.227100721,7.972166856,10.67745302,2016
8,51,NC,9.33077601,8.068355327,10.78857385,2016
8,52,NC,9.538126588,8.260858561,11.01068921,2016
8,53,NC,9.693639521,8.405343839,11.17716787,2016
8,54,NC,9.79731481,8.501717497,11.28810351,2016
8,55,NC,9.849152455,8.549919133,11.34355652,2016
8,56,NC,10.16017832,8.839331484,11.67607206,2016
8,57,NC,10.21201597,8.887599949,11.73145824,2016
8,58,NC,10.31569125,8.984164592,11.8422029,2016
8,59,NC,10.47120419,9.129079813,12.00825162,2016
8,60,NC,10.57487948,9.22573469,12.11890604,2016
8,61,NC,10.62671712,9.274075352,12.17422002,2016
8,62,NC,10.78223006,9.419149479,12.34010984,2016
8,63,NC,10.8340677,9.467524696,12.39538927,2016
8,64,NC,11.14509357,9.757952134,12.72688972,2016
8,65,NC,11.3006065,9.903276497,12.8925293,2016
8,66,NC,11.35244414,9.951733971,12.94772648,2016
8,67,NC,11.45611943,10.04867263,13.05809712,2016
8,68,NC,11.66347001,10.2426433,13.27874504,2016
8,69,NC,11.81898295,10.38820139,13.44415089,2016
8,70,NC,11.87082059,10.43673574,13.49927118,2016
8,71,NC,12.02633352,10.58238311,13.66458776,2016
8,72,NC,12.02633352,10.58238311,13.66458776,2016
8,73,NC,12.13000881,10.6795178,13.77476237,2016
8,74,NC,12.18184646,10.72809594,13.82983888,2016
8,75,NC,12.2336841,10.77668122,13.88490825,2016
8,76,NC,12.33735939,10.87387301,13.99502575,2016
8,77,NC,12.44103468,10.97109282,14.10511524,2016
8,78,NC,12.44103468,10.97109282,14.10511524,2016
8,79,NC,12.49287232,11.01971312,14.16014958,2016
8,80,NC,12.64838526,11.16561513,14.32521152,2016
8,81,NC,12.80389819,11.31157791,14.49021268,2016
8,82,NC,12.85573584,11.36024549,14.54519975,2016
8,83,NC,12.90757348,11.40891966,14.60018023,2016
8,84,NC,12.95941112,11.45760038,14.65515415,2016
8,85,NC,13.06308641,11.55498133,14.7650825,2016
8,86,NC,13.1667617,11.65238804,14.87498509,2016
8,87,NC,13.27043699,11.7498202,14.98486222,2016
8,88,NC,13.37411228,11.84727752,15.0947142,2016
8,89,NC,13.47778757,11.94475973,15.20454129,2016
8,90,NC,13.58146286,12.04226652,15.31434379,2016
8,91,NC,13.6333005,12.09102906,15.3692359,2016
8,92,NC,13.73697579,12.18857223,15.47900202,2016
8,93,NC,13.73697579,12.18857223,15.47900202,2016
8,94,NC,14.15167695,12.57898145,15.91782999,2016
8,95,NC,14.25535224,12.67664161,16.02747913,2016
8,96,NC,14.30718988,12.72548019,16.08229519,2016
8,1,NJ,0,0,0.214165846,2016
8,2,NJ,0,0,0.214165846,2016
8,3,NJ,0,0,0.214165846,2016
8,4,NJ,0,0,0.214165846,2016
8,5,NJ,0,0,0.214165846,2016
8,6,NJ,0,0,0.214165846,2016
8,7,NJ,0,0,0.214165846,2016
8,8,NJ,0.055763118,0.002860274,0.31582457,2016
8,9,NJ,0.055763118,0.002860274,0.31582457,2016
8,10,NJ,0.055763118,0.002860274,0.31582457,2016
8,11,NJ,0.055763118,0.002860274,0.31582457,2016
8,12,NJ,0.111526237,0.03058505,0.406585499,2016
8,13,NJ,0.167289355,0.056895071,0.491777829,2016
8,14,NJ,0.167289355,0.056895071,0.491777829,2016
8,15,NJ,0.167289355,0.056895071,0.491777829,2016
8,16,NJ,0.167289355,0.056895071,0.491777829,2016
8,17,NJ,0.167289355,0.056895071,0.491777829,2016
8,18,NJ,0.278815591,0.119099049,0.652578554,2016
8,19,NJ,0.557631183,0.302931649,1.026257711,2016
8,20,NJ,0.836446774,0.506982697,1.37971842,2016
8,21,NJ,0.892209892,0.549283696,1.448919773,2016
8,22,NJ,1.171025484,0.766083169,1.789632057,2016
8,23,NJ,1.338314839,0.899544288,1.990677992,2016
8,24,NJ,2.007472258,1.450465865,2.777784633,2016
8,25,NJ,2.174761613,1.591368658,2.971388894,2016
8,26,NJ,2.676629677,2.019560539,3.546718176,2016
8,27,NJ,3.178497742,2.454307741,4.115492137,2016
8,28,NJ,3.513076451,2.747028634,4.491785352,2016
8,29,NJ,4.070707634,3.239081624,5.114755876,2016
8,30,NJ,4.293760107,3.437167524,5.362679382,2016
8,31,NJ,4.684101935,3.78532916,5.795034206,2016
8,32,NJ,4.962917526,4.035084258,6.102790866,2016
8,33,NJ,5.297496236,4.335850318,6.471038914,2016
8,34,NJ,6.022416774,4.991011378,7.265408422,2016
8,35,NJ,6.635811075,5.548619983,7.934325683,2016
8,36,NJ,7.528020967,6.364148497,8.902834793,2016
8,37,NJ,7.974125913,6.773640704,9.385361397,2016
8,38,NJ,8.420230859,7.184158438,9.866862474,2016
8,39,NJ,8.699046451,7.441217105,10.16731557,2016
8,40,NJ,9.145151397,7.853236475,10.64731501,2016
8,41,NJ,9.312440752,8.007962827,10.82709571,2016
8,42,NJ,9.647019461,8.317756265,11.18631638,2016
8,43,NJ,9.870071934,8.52452831,11.42555374,2016
8,44,NJ,10.20465064,8.83503495,11.78406121,2016
8,45,NJ,10.65075559,9.249663451,12.26145152,2016
8,46,NJ,11.09686054,9.664960405,12.73817338,2016
8,47,NJ,11.31991301,9.872847115,12.97629607,2016
8,48,NJ,11.54296548,10.0808865,13.21426609,2016
8,49,NJ,11.82178107,10.34114385,13.5115205,2016
8,50,NJ,12.10059667,10.60162497,13.80855114,2016
8,51,NJ,12.32364914,10.81016589,14.04601962,2016
8,52,NJ,12.71399097,11.17543447,14.4612675,2016
8,53,NJ,12.93704344,11.38433741,14.69837397,2016
8,54,NJ,13.16009591,11.59336573,14.93535506,2016
8,55,NJ,13.7177271,12.11646489,15.52727941,2016
8,56,NJ,14.21959516,12.58787014,16.05939532,2016
8,57,NJ,14.55417387,12.90244892,16.41383065,2016
8,58,NJ,15.00027882,13.32225488,16.88604351,2016
8,59,NJ,15.39062064,13.68991656,17.29889828,2016
8,60,NJ,15.83672559,14.1104648,17.77036885,2016
8,61,NJ,16.11554118,14.37349753,18.06484788,2016
8,62,NJ,16.39435677,14.63667202,18.35918515,2016
8,63,NJ,16.50588301,14.74198071,18.47688116,2016
8,64,NJ,16.89622484,15.11073216,18.88864617,2016
8,65,NJ,17.06351419,15.26884835,19.06503703,2016
8,66,NJ,17.50961914,15.69071911,19.53518509,2016
8,67,NJ,17.67690849,15.84900411,19.71140714,2016
8,68,NJ,17.84419785,16.00733366,19.88758464,2016
8,69,NJ,18.0114872,16.16570715,20.06371821,2016
8,70,NJ,18.06725032,16.21850797,20.12241974,2016
8,71,NJ,18.17877656,16.32412397,20.23980844,2016
8,72,NJ,18.40182903,16.53541281,20.47452901,2016
8,73,NJ,18.56911839,16.6939285,20.65052037,2016
8,74,NJ,18.68064462,16.79962868,20.76782489,2016
8,75,NJ,19.01522333,17.11683814,21.11962954,2016
8,76,NJ,19.07098645,17.16972206,21.17824797,2016
8,77,NJ,19.40556516,17.48711791,21.52986624,2016
8,78,NJ,19.62861763,17.69880171,21.76419184,2016
8,79,NJ,19.90743322,17.96350183,22.05700347,2016
8,80,NJ,20.18624882,18.22830591,22.34971116,2016
8,81,NJ,20.40930129,18.44022259,22.58380388,2016
8,82,NJ,20.68811688,18.70520853,22.8763297,2016
8,83,NJ,20.91116935,18.91726812,23.11027952,2016
8,84,NJ,20.91116935,18.91726812,23.11027952,2016
8,85,NJ,20.96693247,18.97029272,23.16875726,2016
8,86,NJ,21.18998494,19.18242953,23.40262986,2016
8,87,NJ,21.18998494,19.18242953,23.40262986,2016
8,88,NJ,21.41303742,19.39462705,23.63644174,2016
8,89,NJ,21.46880054,19.44768581,23.69488534,2016
8,90,NJ,21.63608989,19.60688436,23.87019384,2016
8,91,NJ,21.9706686,19.92538046,24.22071185,2016
8,92,NJ,22.30524731,20.24400612,24.5711003,2016
8,93,NJ,22.52829978,20.45649381,24.80462202,2016
8,94,NJ,22.63982602,20.56275852,24.92136201,2016
8,95,NJ,22.80711537,20.72218138,25.09644621,2016
8,96,NJ,22.97440473,20.88163491,25.27149973,2016
8,1,Total,0,0,0.050926224,2016
8,2,Total,0,0,0.050926224,2016
8,3,Total,0,0,0.050926224,2016
8,4,Total,0,0,0.050926224,2016
8,5,Total,0,0,0.050926224,2016
8,6,Total,0,0,0.050926224,2016
8,7,Total,0,0,0.050926224,2016
8,8,Total,0.013257676,0.00068003,0.075099916,2016
8,9,Total,0.013257676,0.00068003,0.075099916,2016
8,10,Total,0.013257676,0.00068003,0.075099916,2016
8,11,Total,0.013257676,0.00068003,0.075099916,2016
8,12,Total,0.039773029,0.013526509,0.116941721,2016
8,13,Total,0.053030705,0.020622793,0.136359439,2016
8,14,Total,0.053030705,0.020622793,0.136359439,2016
8,15,Total,0.053030705,0.020622793,0.136359439,2016
8,16,Total,0.053030705,0.020622793,0.136359439,2016
8,17,Total,0.066288381,0.028314756,0.155181478,2016
8,18,Total,0.172349791,0.100729235,0.294879016,2016
8,19,Total,0.318184229,0.213837799,0.473424474,2016
8,20,Total,0.437503314,0.311557621,0.61433067,2016
8,21,Total,0.517049372,0.378276569,0.706695735,2016
8,22,Total,0.676141486,0.514335904,0.888804425,2016
8,23,Total,0.808718248,0.629694745,1.038585604,2016
8,24,Total,1.259479238,1.030506739,1.539249681,2016
8,25,Total,1.537890439,1.282485463,1.844065,2016
8,26,Total,1.869332343,1.585404911,2.203995603,2016
8,27,Total,2.147743544,1.841760038,2.50443452,2016
8,28,Total,2.399639391,2.074903897,2.7750567,2016
8,29,Total,2.797369677,2.444931018,3.20044964,2016
8,30,Total,3.142069258,2.767183408,3.567561304,2016
8,31,Total,3.433738134,3.040808299,3.877244459,2016
8,32,Total,3.738664687,3.327677209,4.200197596,2016
8,33,Total,4.030333563,3.602755469,4.508427381,2016
8,34,Total,4.375033144,3.928610209,4.871936695,2016
8,35,Total,4.852309487,4.380990907,5.374060071,2016
8,36,Total,5.316328154,4.821967038,5.861074013,2016
8,37,Total,5.554966326,5.049151217,6.11114187,2016
8,38,Total,5.833377526,5.314510216,6.402576915,2016
8,39,Total,6.032242669,5.504244843,6.610552319,2016
8,40,Total,6.257623164,5.719460225,6.846074972,2016
8,41,Total,6.483003659,5.934859926,7.081413306,2016
8,42,Total,6.787930212,6.226559737,7.399535542,2016
8,43,Total,7.026568383,6.455056106,7.648291211,2016
8,44,Total,7.304979583,6.721854416,7.938286944,2016
8,45,Total,7.583390783,6.988876183,8.22805922,2016
8,46,Total,7.808771279,7.205191999,8.462481439,2016
8,47,Total,7.981121069,7.37069974,8.641655725,2016
8,48,Total,8.259532269,7.638215928,8.93093358,2016
8,49,Total,8.498170441,7.867664039,9.178737506,2016
8,50,Total,8.736808612,8.097243248,9.426410335,2016
8,51,Total,8.935673755,8.288655577,9.632708036,2016
8,52,Total,9.174311927,8.518461663,9.880153988,2016
8,53,Total,9.359919393,8.697280854,10.07253083,2016
8,54,Total,9.519011508,8.850609206,10.2373705,2016
8,55,Total,9.744392003,9.067908356,10.47080938,2016
8,56,Total,10.03606088,9.349260221,10.77276556,2016
8,57,Total,10.23492602,9.541179159,10.97855666,2016
8,58,Total,10.5265949,9.822784675,11.28025919,2016
8,59,Total,10.73871772,10.02767855,11.49958934,2016
8,60,Total,10.91106751,10.19420882,11.6777411,2016
8,61,Total,11.04364427,10.3223412,11.81474875,2016
8,62,Total,11.22925174,10.50177249,12.00651348,2016
8,63,Total,11.37508617,10.64279108,12.15714891,2016
8,64,Total,11.6402397,10.89926948,12.43095055,2016
8,65,Total,11.85236252,11.10452544,12.64991862,2016
8,66,Total,12.06448534,11.30984465,12.86882345,2016
8,67,Total,12.23683513,11.47671193,13.0466382,2016
8,68,Total,12.38266957,11.61793846,13.19706569,2016
8,69,Total,12.51524633,11.74635053,13.33379364,2016
8,70,Total,12.58153471,11.81056514,13.40214904,2016
8,71,Total,12.82017288,12.04178421,13.648182,2016
8,72,Total,12.93949197,12.1574206,13.77117164,2016
8,73,Total,13.09858408,12.31162973,13.93513053,2016
8,74,Total,13.23116084,12.44016081,14.07173947,2016
8,75,Total,13.35047993,12.55585673,14.19466957,2016
8,76,Total,13.46979901,12.67156943,14.31758289,2016
8,77,Total,13.60237578,12.80015851,14.45413383,2016
8,78,Total,13.69517951,12.89018287,14.54970749,2016
8,79,Total,13.82775627,13.01880602,14.68622435,2016
8,80,Total,14.02662141,13.21177755,14.89096286,2016
8,81,Total,14.22548656,13.4047924,15.09565804,2016
8,82,Total,14.39783635,13.57210629,15.27302617,2016
8,83,Total,14.51715543,13.68795736,15.39580112,2016
8,84,Total,14.60995917,13.778074,15.49128249,2016
8,85,Total,14.67624755,13.84244848,15.55947803,2016
8,86,Total,14.82208199,13.98408813,15.7094924,2016
8,87,Total,14.95465875,14.1128701,15.84585045,2016
8,88,Total,15.08723551,14.24166958,15.98219099,2016
8,89,Total,15.19329692,14.34472163,16.09125096,2016
8,90,Total,15.40541974,14.55085846,16.30933816,2016
8,91,Total,15.57776953,14.71837628,16.48650237,2016
8,92,Total,15.763377,14.89881125,16.67726343,2016
8,93,Total,15.93572679,15.06638646,16.85437024,2016
8,94,Total,16.12133425,15.2468822,17.04507053,2016
8,95,Total,16.26716869,15.38872187,17.19488488,2016
8,96,Total,16.35997242,15.47899325,17.29021152,2016
8,1,WI,0,0,0.457815684,2016
8,2,WI,0,0,0.457815684,2016
8,3,WI,0,0,0.457815684,2016
8,4,WI,0,0,0.457815684,2016
8,5,WI,0,0,0.457815684,2016
8,6,WI,0,0,0.457815684,2016
8,7,WI,0,0,0.457815684,2016
8,8,WI,0,0,0.457815684,2016
8,9,WI,0,0,0.457815684,2016
8,10,WI,0,0,0.457815684,2016
8,11,WI,0,0,0.457815684,2016
8,12,WI,0.119232145,0.00611581,0.67512309,2016
8,13,WI,0.119232145,0.00611581,0.67512309,2016
8,14,WI,0.119232145,0.00611581,0.67512309,2016
8,15,WI,0.119232145,0.00611581,0.67512309,2016
8,16,WI,0.119232145,0.00611581,0.67512309,2016
8,17,WI,0.119232145,0.00611581,0.67512309,2016
8,18,WI,0.23846429,0.065397945,0.869127973,2016
8,19,WI,0.357696435,0.121656356,1.05122468,2016
8,20,WI,0.357696435,0.121656356,1.05122468,2016
8,21,WI,0.47692858,0.185483349,1.225752804,2016
8,22,WI,0.71539287,0.327910911,1.560035477,2016
8,23,WI,0.71539287,0.327910911,1.560035477,2016
8,24,WI,0.95385716,0.483419666,1.881236956,2016
8,25,WI,1.311553595,0.732528002,2.347193972,2016
8,26,WI,1.43078574,0.818682503,2.499394589,2016
8,27,WI,1.550017885,0.906093981,2.650338227,2016
8,28,WI,1.66925003,0.994629737,2.800157589,2016
8,29,WI,2.026946465,1.265956287,3.243896391,2016
8,30,WI,2.3846429,1.544271895,3.680646135,2016
8,31,WI,2.62310719,1.732959054,3.96866921,2016
8,32,WI,3.10003577,2.116493257,4.538555476,2016
8,33,WI,3.33850006,2.310882883,4.820876085,2016
8,34,WI,3.57696435,2.506781502,5.1016877,2016
8,35,WI,3.934660785,2.803150673,5.520383882,2016
8,36,WI,4.411589364,3.202419376,6.074535647,2016
8,37,WI,4.650053654,3.403605949,6.350059308,2016
8,38,WI,5.007750089,3.707112841,6.761617768,2016
8,39,WI,5.723142959,4.319597761,7.579263552,2016
8,40,WI,5.723142959,4.319597761,7.579263552,2016
8,41,WI,5.961607249,4.525196556,7.850374992,2016
8,42,WI,7.034696554,5.457920697,9.062846906,2016
8,43,WI,7.630857279,5.980723899,9.73181929,2016
8,44,WI,8.227018004,6.506353694,10.39796508,2016
8,45,WI,8.703946584,6.928692101,10.92904714,2016
8,46,WI,9.061643019,7.246430181,11.32637442,2016
8,47,WI,9.657803744,7.777726901,11.98685328,2016
8,48,WI,10.37319661,8.417906695,12.77680419,2016
8,49,WI,10.73089305,8.738985028,13.17079121,2016
8,50,WI,10.96935734,8.953381359,13.43310511,2016
8,51,WI,11.20782163,9.168042764,13.69515394,2016
8,52,WI,11.56551806,9.49051398,14.08774808,2016
8,53,WI,11.68475021,9.598128264,14.21848891,2016
8,54,WI,12.04244664,9.921329923,14.61035261,2016
8,55,WI,12.16167879,10.02918051,14.74085714,2016
8,56,WI,12.28091093,10.13708804,14.87130473,2016
8,57,WI,12.63860737,10.46114433,15.26231379,2016
8,58,WI,13.11553595,10.89396967,15.78290892,2016
8,59,WI,13.35400024,11.110691,16.04289782,2016
8,60,WI,13.47323238,11.21912646,16.17281747,2016
8,61,WI,13.47323238,11.21912646,16.17281747,2016
8,62,WI,13.71169667,11.43614377,16.4325104,2016
8,63,WI,14.06939311,11.76202644,16.82169308,2016
8,64,WI,14.42708954,12.08832308,17.2104618,2016
8,65,WI,14.78478598,12.41501871,17.59883152,2016
8,66,WI,15.02325027,12.63303047,17.85752999,2016
8,67,WI,15.14248241,12.74209926,17.98681632,2016
8,68,WI,15.3809467,12.96036022,18.24526559,2016
8,69,WI,15.50017885,13.06955147,18.37442946,2016
8,70,WI,15.61941099,13.17878262,18.50355343,2016
8,71,WI,15.61941099,13.17878262,18.50355343,2016
8,72,WI,15.85787528,13.39736284,18.76168344,2016
8,73,WI,16.21557172,13.72552156,19.14859007,2016
8,74,WI,16.81173244,14.27319458,19.79269264,2016
8,75,WI,16.93096459,14.38283696,19.92140538,2016
8,76,WI,17.05019673,14.4925144,20.05008305,2016
8,77,WI,17.16942888,14.60222654,20.17872603,2016
8,78,WI,17.28866102,14.71197304,20.30733465,2016
8,79,WI,17.40789317,14.82175353,20.43590927,2016
8,80,WI,17.7655896,15.15129567,20.82143249,2016
8,81,WI,18.00405389,15.37115435,21.07828404,2016
8,82,WI,18.24251818,15.59114122,21.33500741,2016
8,83,WI,18.60021462,15.92135653,21.71985745,2016
8,84,WI,18.71944676,16.0314898,21.8480793,2016
8,85,WI,18.83867891,16.14165333,21.97627088,2016
8,86,WI,19.0771432,16.36207009,22.23256435,2016
8,87,WI,19.43483963,16.6929154,22.6167844,2016
8,88,WI,19.67330392,16.91362265,22.87278739,2016
8,89,WI,19.79253607,17.02401862,23.00074654,2016
8,90,WI,20.50792894,17.68697195,23.76792391,2016
8,91,WI,20.50792894,17.68697195,23.76792391,2016
8,92,WI,20.86562537,18.01880936,24.15115184,2016
8,93,WI,21.34255395,18.46161991,24.66176177,2016
8,94,WI,21.4617861,18.57238554,24.78935125,2016
8,95,WI,21.4617861,18.57238554,24.78935125,2016
8,96,WI,21.4617861,18.57238554,24.78935125,2016
4,1,Arizona,0,0,0.275712519,2018
4,2,Arizona,0,0,0.275712519,2018
4,3,Arizona,0,0,0.275712519,2018
4,4,Arizona,0,0,0.275712519,2018
4,5,Arizona,0,0,0.275712519,2018
4,6,Arizona,0,0,0.275712519,2018
4,7,Arizona,0,0,0.275712519,2018
4,8,Arizona,0,0,0.275712519,2018
4,9,Arizona,0,0,0.275712519,2018
4,10,Arizona,0,0,0.275712519,2018
4,11,Arizona,0,0,0.275712519,2018
4,12,Arizona,0,0,0.275712519,2018
4,13,Arizona,0,0,0.275712519,2018
4,14,Arizona,0.071792663,0.003682482,0.406584976,2018
4,15,Arizona,0.071792663,0.003682482,0.406584976,2018
4,16,Arizona,0.071792663,0.003682482,0.406584976,2018
4,17,Arizona,0.143585326,0.039377158,0.523426836,2018
4,18,Arizona,0.215377988,0.073250595,0.633099137,2018
4,19,Arizona,0.215377988,0.073250595,0.633099137,2018
4,20,Arizona,0.287170651,0.111680546,0.738214922,2018
4,21,Arizona,0.574341302,0.291060763,1.133017655,2018
4,22,Arizona,0.717926628,0.390021777,1.321148115,2018
4,23,Arizona,0.789719291,0.441037027,1.413678603,2018
4,24,Arizona,1.220475267,0.762175168,1.953814886,2018
